item_activity,amount,date,farm_owner_id
poultry Investment,3264.09,13/04/23,99
sugarcane Harvest,5278.16,30/05/24,87
hen Investment,5468.37,12/10/22,64
sugarcane Harvest,894.82,21/08/22,63
hen Investment,2564.41,28/12/23,72
hen Harvest,3861.32,06/02/23,86
goat Harvest,8548.25,15/03/22,45
sugarcane Investment,5027.7,13/06/22,45
fruit Harvest,3792.12,27/02/23,53
fertilizer spreader Investment,3724.87,06/12/22,51
cotton Harvest,5039.24,26/01/23,64
seed drill Harvest,2653.09,13/07/22,68
coconut Harvest,6888.73,04/10/23,44
turkey Investment,724.69,29/12/22,23
tractor Investment,5071.14,25/01/24,97
fertilizer spreader Investment,5432.84,05/02/24,11
horse Harvest,2916.5,30/12/23,99
buffalo Investment,5560.62,11/12/22,22
millets Investment,1263.5,13/07/22,52
rice Investment,495.09,03/01/22,66
sprayer Investment,4981.26,10/03/22,34
duck Harvest,1161.83,03/08/22,17
irrigation system Harvest,1865.37,16/08/23,61
sugarcane Harvest,714.89,26/11/23,3
harvester Harvest,7195.19,24/03/22,20
fish Harvest,9766.37,21/12/23,39
rice Harvest,9333.98,29/09/22,91
fertilizer spreader Investment,3002.36,01/04/24,28
rubber Investment,4580.67,07/02/23,27
poultry Investment,2702.95,03/01/23,1
wheat Investment,3759.96,20/06/22,37
horse Harvest,3895.8,19/12/23,2
coffee Harvest,7391.11,29/11/23,1
plough Investment,449.47,30/01/22,84
pig Harvest,1471.69,17/02/23,76
tractor Harvest,3757.89,27/10/23,62
sprayer Investment,5612.84,03/11/23,63
poultry Investment,8308.81,06/04/23,62
poultry Harvest,8503.73,29/09/22,84
goat Investment,7984.01,03/10/22,100
rubber Investment,2636.72,27/06/22,69
rubber Harvest,3064.53,14/02/22,89
wheat Investment,8865.07,10/06/24,12
hen Investment,8525.68,23/02/22,1
seed drill Investment,4190.29,02/05/23,39
hen Harvest,485.11,14/02/24,41
fertilizer spreader Investment,2866.13,05/01/23,45
poultry Investment,8302.52,29/07/23,4
tea Investment,1701.48,11/06/22,2
tea Harvest,2838.61,16/12/22,74
goat Harvest,1684.82,15/09/22,67
duck Harvest,4130.84,21/01/22,87
millets Harvest,4010.98,22/06/22,95
sugarcane Harvest,2107.57,10/02/22,85
fish Investment,6838.69,01/12/23,100
hen Investment,5503.65,06/12/22,9
goats Investment,9575.97,12/10/22,63
fruit Investment,7973.69,11/06/22,75
millets Investment,6702.22,29/11/22,61
plough Harvest,3045.9,21/01/22,65
seed drill Harvest,8912.52,01/12/23,93
irrigation system Investment,2237.81,16/05/24,15
maize Harvest,7030.56,07/10/22,63
cow Investment,4758.91,08/08/22,56
coconut Investment,2491.75,16/06/24,80
goats Harvest,8122.76,22/06/22,31
groundnut Investment,8194.41,02/05/23,58
goats Harvest,4699.27,29/05/24,11
cows Harvest,6902.76,15/11/23,54
hen Harvest,8598.79,27/08/23,61
duck Harvest,2434.16,05/03/23,46
goat Harvest,2108.29,15/09/22,63
wheat Harvest,6801.19,24/01/23,18
vegetable Investment,8526.75,01/10/23,1
coffee Harvest,8474.69,03/03/22,78
sprayer Investment,4312.12,30/01/24,23
groundnut Harvest,532.8,05/08/22,6
vegetable Harvest,4939.33,29/05/22,14
coffee Investment,2685.16,06/11/23,90
millets Harvest,9412.77,17/02/23,51
fish Harvest,856.58,14/12/22,37
duck Investment,1505.52,06/06/22,7
sprayer Harvest,8076.73,27/09/22,98
tea Investment,1692.46,26/07/23,20
goats Investment,4582.58,05/05/23,85
sheep Harvest,4274.73,21/09/23,37
coconut Investment,8366.22,05/11/22,78
sugarcane Harvest,1466.59,31/12/22,18
sprayer Harvest,3602.93,02/03/24,1
fertilizer spreader Investment,9787.24,15/09/22,37
fruit Harvest,1191.94,26/07/23,23
maize Harvest,2969.4,27/09/22,72
harvester Harvest,4191.95,10/05/23,5
millets Investment,3002.67,12/03/22,78
harvester Harvest,5774.47,17/01/22,35
pulses Harvest,1869.59,25/06/23,19
duck Investment,8532.18,13/05/23,23
turkey Investment,1883.03,15/03/22,82
hen Investment,7268.86,25/05/23,90
cows Investment,1338.95,13/05/23,12
turkey Investment,3654.21,23/06/22,85
seed drill Harvest,1013.11,07/06/22,67
fish Harvest,4600.49,10/03/23,4
vegetable Investment,2108.06,24/11/22,71
goat Harvest,4779.24,01/04/22,3
seed drill Investment,6992.36,05/10/23,49
vegetable Harvest,5658.44,29/06/23,62
plough Investment,4989.27,04/12/22,41
coffee Harvest,5168.57,05/08/23,89
duck Harvest,9095.52,24/07/23,11
duck Investment,2382.47,14/07/23,54
duck Harvest,8133.5,06/05/24,46
maize Investment,9502.54,04/02/22,27
goat Harvest,8264.79,20/02/23,63
horse Harvest,7144.77,01/06/23,54
cows Harvest,146.58,28/04/23,40
poultry Investment,5868.53,07/01/22,25
goat Harvest,9124.12,02/05/23,1
wheat Investment,3153.62,08/09/23,52
fertilizer spreader Investment,8600.92,07/01/22,14
sprayer Investment,3419.61,01/02/22,8
duck Investment,3678.42,24/05/24,12
fruit Harvest,6182.65,02/05/23,19
pig Investment,5376.27,07/07/23,72
rice Harvest,5781.7,26/07/22,16
millets Harvest,7889.49,10/08/22,90
fish Investment,9834.99,13/06/23,32
fertilizer spreader Harvest,508.87,11/04/22,87
wheat Harvest,7853.35,28/04/23,79
tea Investment,5627.36,23/10/22,22
coffee Investment,1695.02,06/06/22,19
irrigation system Harvest,2469.13,30/11/22,17
wheat Harvest,8336.16,28/11/23,75
hen Harvest,7022.5,14/05/22,13
tea Investment,9009.99,23/04/24,43
wheat Investment,5137.61,09/02/23,41
sheep Harvest,309.4,28/01/23,31
cows Harvest,3708.7,09/09/22,46
maize Harvest,8703.32,11/12/23,68
sheep Harvest,7087.27,21/12/22,33
sheep Harvest,9774.44,20/03/24,81
coconut Harvest,576.11,31/10/22,45
coconut Harvest,5587.14,29/09/22,77
buffalo Investment,5361.63,27/10/23,94
goat Investment,410.69,18/06/23,77
groundnut Harvest,9643.21,02/05/22,34
harvester Harvest,986.11,16/02/24,66
rubber Investment,8045.95,27/04/23,88
goat Investment,2740.47,02/03/23,34
fertilizer spreader Investment,5108.65,28/10/22,39
rubber Investment,3217.45,20/12/23,27
rubber Investment,9632.35,02/01/24,55
duck Investment,1050.37,05/01/23,94
sheep Investment,2256.2,12/03/24,97
sheep Investment,1533.5,09/07/23,91
turkey Investment,5014.07,15/10/23,87
cotton Harvest,6314.73,05/12/22,97
duck Investment,5229.38,28/09/23,94
horse Harvest,1105.35,18/03/23,99
cows Harvest,7481.63,26/08/23,61
groundnut Investment,8419.74,06/01/23,2
fruit Harvest,5560.62,24/12/22,85
tea Investment,3955.16,28/05/22,56
tea Harvest,7600.16,31/03/24,34
plough Investment,3272.82,26/05/23,91
goats Investment,2831.75,04/03/23,79
pulses Harvest,741.15,26/05/22,10
goat Investment,986.47,20/04/22,22
seed drill Harvest,3385.96,12/08/22,76
vegetable Investment,2737.68,06/06/23,29
tea Harvest,3173.97,07/07/22,95
horse Investment,879.81,04/03/24,54
fertilizer spreader Harvest,7087.83,15/01/24,11
sugarcane Harvest,1373.85,19/10/23,7
cow Harvest,152.43,01/05/22,79
tractor Harvest,5165.2,24/03/22,87
duck Harvest,3566.57,19/06/23,17
coconut Harvest,3664.91,11/01/24,22
pig Harvest,3086.18,24/04/24,17
cotton Investment,1949.94,03/11/22,93
sheep Investment,1339.17,25/07/23,86
coffee Investment,8048.48,04/01/22,81
rice Harvest,5941.63,15/04/24,25
horse Investment,3053.68,05/07/22,68
maize Investment,5888.95,28/12/22,97
coffee Harvest,5267.49,29/03/22,75
coconut Investment,706.43,04/03/24,68
duck Investment,8486.4,12/01/22,62
hen Investment,156,05/08/22,55
goats Harvest,404.93,12/04/23,80
rice Investment,3875.57,19/11/22,26
maize Harvest,9779.12,12/05/24,4
fish Harvest,9038.67,15/06/24,34
sugarcane Harvest,3195.58,04/02/24,15
fruit Harvest,4452.75,04/08/22,81
buffalo Investment,3816.98,11/04/23,12
horse Harvest,880.68,10/10/23,36
coconut Investment,7550.98,19/09/22,79
goat Investment,5670.57,09/01/24,77
vegetable Investment,158.36,25/03/22,75
cows Harvest,7789.4,16/06/23,75
harvester Investment,4941,07/04/22,65
vegetable Harvest,8810.71,21/03/24,44
goats Investment,7536.03,23/04/23,55
horse Investment,8718.77,02/01/24,28
rice Harvest,2989.76,30/03/23,21
plough Investment,2149.29,13/12/22,62
goats Harvest,7028.37,25/03/23,10
tea Investment,4468.83,13/12/23,75
cow Harvest,1548.59,22/05/24,26
fish Investment,4391.81,04/08/22,68
fruit Harvest,103.29,13/02/24,35
sugarcane Investment,9962.76,14/08/22,65
goats Investment,7435.28,26/03/24,48
millets Investment,6841.32,09/07/22,80
coffee Investment,6903.24,17/09/23,66
fish Harvest,5716.59,01/06/22,7
coffee Harvest,6265.65,06/04/24,18
turkey Investment,9944.48,10/03/24,89
duck Investment,3956.87,29/09/22,91
maize Investment,9523.89,17/07/22,72
pulses Investment,4469.73,14/03/24,82
buffalo Harvest,9355.4,05/02/22,66
irrigation system Investment,3954.79,01/08/22,81
millets Harvest,4020.78,23/05/23,44
seed drill Investment,2822.63,03/04/22,21
wheat Investment,2986.26,28/06/22,66
rubber Investment,8084.85,06/10/23,37
fruit Harvest,989.4,08/02/24,33
maize Harvest,3143.89,27/12/23,49
plough Harvest,8804.14,28/05/22,97
hen Investment,2886.52,02/10/23,36
millets Investment,1677.59,11/05/24,85
plough Harvest,6422.7,08/04/22,85
cows Harvest,740.51,10/03/22,11
poultry Harvest,3737.85,12/04/24,23
tractor Harvest,4365.59,10/09/22,7
pulses Investment,4205.55,13/05/24,44
coconut Investment,4687.19,12/09/23,75
sprayer Harvest,1230.6,15/06/23,47
harvester Investment,792.16,08/03/22,59
coffee Harvest,1110.79,01/03/23,14
hen Investment,4146.26,10/07/22,80
duck Investment,4959.17,30/11/23,30
sheep Harvest,6977.45,11/03/23,33
rubber Harvest,8465.08,30/03/23,3
irrigation system Investment,7414.89,28/03/24,14
plough Harvest,744.96,03/05/23,92
tea Investment,5343.32,22/02/22,18
millets Harvest,928.12,23/05/24,50
pulses Investment,7095.42,19/08/22,43
coffee Investment,7006.8,09/06/24,53
rubber Harvest,9371.83,01/05/24,71
tea Harvest,6218.31,01/11/23,89
horse Investment,8735.66,21/06/22,7
groundnut Harvest,7305.29,07/12/22,8
goat Investment,6906.36,02/12/22,94
cows Harvest,4735.66,23/09/22,96
irrigation system Investment,7997.3,05/04/22,77
sprayer Investment,7694.9,19/08/23,48
irrigation system Harvest,2102.95,30/11/23,45
millets Investment,6681.46,07/02/22,95
harvester Harvest,7367.41,27/10/23,13
sheep Investment,8777.22,29/12/22,55
plough Harvest,1116.41,31/03/22,19
goat Harvest,9657.03,25/09/22,83
goats Harvest,8671.15,23/02/22,22
fruit Investment,465.56,04/06/22,12
turkey Harvest,4651.06,13/01/23,14
tractor Harvest,3897.2,22/11/23,49
pulses Harvest,8109.19,26/07/22,63
seed drill Harvest,7227.86,14/04/22,65
sugarcane Investment,7221.94,15/03/24,8
horse Investment,9073.71,14/05/23,88
groundnut Harvest,2010.36,05/12/22,71
fertilizer spreader Harvest,8312,05/04/23,94
wheat Investment,3376.35,29/04/22,52
sugarcane Harvest,7433.32,06/04/22,3
groundnut Harvest,7358.02,05/06/22,91
sugarcane Harvest,4514.32,24/05/24,19
sugarcane Investment,9494.89,10/01/24,34
buffalo Investment,8374.68,18/10/22,28
horse Harvest,257.69,04/11/22,59
fish Investment,699.62,15/09/23,62
harvester Investment,7252.7,31/03/23,67
fertilizer spreader Investment,1881.65,06/10/23,77
buffalo Investment,6068.26,10/08/22,72
buffalo Investment,929.22,05/02/22,88
vegetable Investment,5032.51,04/04/22,58
cow Investment,715.49,09/09/22,25
cotton Investment,5671.03,07/03/23,36
horse Harvest,2334.9,02/10/22,35
cotton Investment,4314.81,12/02/23,60
goats Investment,393.89,11/05/24,74
sheep Investment,6953.01,29/03/22,41
harvester Harvest,6714.02,17/10/23,70
goat Harvest,2248.31,03/12/23,49
fish Harvest,7583.82,17/10/23,33
fruit Harvest,5756.03,20/01/24,51
vegetable Investment,953.29,15/07/23,22
sprayer Harvest,6712.99,27/08/22,13
seed drill Investment,1373.34,28/06/22,9
goats Harvest,3211.39,07/01/23,52
horse Investment,804.98,13/05/23,96
cows Harvest,6430.88,02/10/22,28
fertilizer spreader Investment,8290.86,22/11/22,76
vegetable Harvest,622.01,13/03/24,7
tractor Investment,703.27,07/04/23,27
groundnut Harvest,328.47,08/08/23,22
vegetable Harvest,5714.02,28/01/22,35
turkey Harvest,5080.04,29/05/22,24
duck Investment,7597.31,24/04/24,26
pulses Investment,2958.73,11/01/23,47
seed drill Harvest,4078.95,13/11/23,7
hen Harvest,3316.3,05/03/24,58
sprayer Investment,9655.5,04/06/24,99
sheep Investment,2885.42,02/11/23,15
fertilizer spreader Investment,4843.12,06/01/22,70
horse Harvest,331.43,30/07/22,27
horse Harvest,8762.37,29/02/24,49
turkey Investment,4199.21,18/11/22,43
maize Investment,394.14,02/10/23,92
harvester Investment,6600.78,13/03/22,38
buffalo Investment,7763.1,29/07/23,64
tractor Harvest,9966.98,10/12/23,4
pulses Harvest,4373.19,10/09/22,67
plough Investment,7039.21,30/08/22,90
millets Investment,5310.72,07/04/23,43
rubber Harvest,5323.43,23/12/23,9
harvester Harvest,7153.05,23/05/22,8
sugarcane Harvest,9207.57,15/04/24,50
coffee Investment,2301.23,22/05/23,12
plough Investment,4512.85,02/11/22,61
groundnut Harvest,3071.18,02/10/23,11
buffalo Investment,3335.58,30/03/24,45
seed drill Investment,2122.26,22/10/22,97
hen Harvest,2830.66,27/12/23,17
sugarcane Investment,4561.45,02/01/23,62
coffee Investment,2404.15,07/04/23,18
tractor Harvest,1182.15,01/12/23,51
coconut Harvest,4955.2,28/08/23,43
coconut Harvest,4420.66,02/08/23,24
cows Harvest,6518.95,22/02/24,74
cow Harvest,4639.86,08/01/23,67
buffalo Investment,8999.26,12/02/22,35
harvester Harvest,6445,12/04/22,5
fruit Investment,8851.43,02/09/22,30
irrigation system Investment,4347.18,17/11/22,88
pulses Harvest,7733.38,05/04/23,39
fertilizer spreader Investment,3718.5,27/12/23,97
irrigation system Investment,1000.83,02/10/23,59
duck Investment,4883.37,21/08/22,25
fertilizer spreader Harvest,3887.51,01/11/23,67
buffalo Harvest,1930.5,16/11/23,49
horse Harvest,9123.7,01/09/23,6
seed drill Harvest,7095.93,08/02/23,95
goat Harvest,7643.08,09/01/23,30
vegetable Harvest,3802.9,09/08/23,80
cows Investment,9785.74,15/09/23,25
coconut Harvest,2236.3,16/06/22,52
fruit Investment,7370.3,19/06/24,54
tractor Harvest,3313.99,28/02/23,69
sugarcane Investment,8695.28,12/06/23,37
groundnut Investment,1605,12/03/22,5
sprayer Harvest,6286.36,15/06/23,94
hen Investment,5331.54,16/09/22,21
coffee Harvest,4708.46,20/07/23,5
poultry Investment,9467.29,12/11/22,79
irrigation system Harvest,5956.31,08/02/24,55
sprayer Harvest,167.73,30/05/22,88
harvester Investment,3671.41,02/02/23,40
poultry Investment,5735.22,07/02/22,61
rice Investment,167.04,31/05/24,54
sprayer Investment,3114.57,09/02/22,51
seed drill Investment,3655.18,10/05/23,33
seed drill Investment,7476.2,10/02/22,25
tea Harvest,7117.72,21/06/23,68
vegetable Harvest,4944.06,12/06/23,33
sheep Harvest,6705.71,18/07/23,77
pig Harvest,4718.16,13/05/22,84
coconut Investment,6467.51,08/04/24,91
harvester Investment,7274.52,05/11/22,62
pulses Harvest,9108,26/04/24,16
sugarcane Investment,2265.48,10/04/24,7
fruit Harvest,4455.65,02/12/23,29
millets Investment,260.53,23/10/23,63
coconut Investment,4426.01,05/12/23,10
groundnut Harvest,2200.67,06/01/22,21
vegetable Investment,6184.61,06/03/24,77
hen Investment,3370.79,24/03/23,14
fruit Investment,6028.05,18/07/23,35
goat Investment,8867.4,19/01/22,11
rice Investment,6821.03,08/02/22,69
goats Harvest,1626.45,17/10/22,5
cows Investment,1696.08,07/06/23,57
fruit Investment,682.74,26/05/24,89
cotton Investment,9892.09,26/08/22,90
maize Harvest,4419.26,10/07/22,53
pulses Harvest,5749.45,13/01/24,49
coffee Harvest,8523.07,20/04/23,90
goat Investment,9663.46,26/10/22,86
vegetable Harvest,2787.46,15/02/24,42
horse Harvest,856.15,24/01/23,78
pig Harvest,2189.37,01/03/22,3
hen Harvest,7735.33,31/08/22,48
sheep Investment,6656.62,15/05/24,32
coconut Investment,2723.56,17/08/22,36
groundnut Harvest,4839.49,18/07/23,51
duck Harvest,179.7,29/06/23,40
fertilizer spreader Investment,8979.24,23/06/22,96
duck Investment,4540.04,02/03/22,91
harvester Investment,192.77,14/04/22,35
horse Harvest,545.8,13/03/23,79
sprayer Investment,5706.59,05/09/23,67
fertilizer spreader Investment,9149.15,04/03/23,3
rubber Harvest,4671.14,28/09/23,7
plough Harvest,2904.53,22/10/22,57
coconut Harvest,1058.29,17/08/22,85
wheat Investment,7289.66,08/05/24,94
sugarcane Investment,6635.89,08/03/22,25
cow Investment,639.39,03/09/22,94
coffee Harvest,1722.71,22/07/23,20
tea Harvest,9976.82,10/02/24,68
cows Harvest,8459.37,20/07/23,49
buffalo Investment,594.54,11/01/22,53
fertilizer spreader Harvest,9225.09,20/03/23,37
vegetable Harvest,4978.51,03/09/22,42
millets Harvest,1915.75,19/10/23,9
sheep Harvest,2080.93,08/07/23,84
irrigation system Investment,3874.6,22/10/22,43
goat Harvest,8806.34,17/05/23,47
millets Investment,2435.41,18/01/23,79
tea Investment,9657.92,01/08/23,84
tractor Investment,8441.15,09/12/22,5
turkey Harvest,1062.23,28/04/24,65
goat Harvest,6022.94,18/06/22,57
horse Harvest,2074.77,28/10/23,37
cow Harvest,4453.91,05/02/24,78
duck Investment,1063.35,16/10/22,26
pig Harvest,329.96,29/03/24,4
maize Harvest,6643.96,27/03/24,80
sprayer Harvest,7898.07,23/01/23,83
sheep Harvest,992.64,31/07/23,39
plough Harvest,4227.98,19/02/24,59
hen Investment,6782.56,20/05/24,20
wheat Harvest,4815.84,12/04/22,27
vegetable Investment,6044.19,01/07/23,3
cotton Investment,5356.35,20/02/22,8
coffee Investment,3164.34,06/08/22,18
seed drill Investment,8142.42,15/09/22,50
maize Harvest,4364.24,16/11/23,62
pulses Harvest,2103.15,18/05/24,97
rice Investment,4463.79,22/03/24,72
hen Harvest,7046.78,04/03/23,17
pig Harvest,9613.18,08/04/22,89
fruit Harvest,4927.73,04/04/24,71
sugarcane Investment,2418.18,08/10/22,52
coffee Harvest,4601.6,24/10/22,5
cow Investment,5451.43,01/10/23,28
irrigation system Harvest,421.9,17/12/23,39
coconut Harvest,2216.53,13/10/23,95
cows Investment,2048.19,11/02/23,88
goats Investment,9663.88,28/05/22,42
irrigation system Investment,3661.38,11/01/22,68
fruit Harvest,3038.63,12/01/23,68
cotton Investment,1602.54,16/04/24,23
sheep Investment,4876.93,26/05/23,8
fish Harvest,1435.42,16/12/22,91
sheep Investment,637.12,06/03/23,97
turkey Investment,2107.36,31/07/22,69
goat Harvest,1864.07,06/01/24,15
duck Harvest,502.92,04/10/22,29
cows Harvest,8933.97,20/04/24,40
rice Harvest,8122.24,14/11/23,53
tractor Investment,2549.41,02/06/24,83
fruit Harvest,5880.52,01/10/23,25
cows Investment,9257.21,13/02/22,41
cow Harvest,683.98,11/04/22,65
fish Investment,1324.83,11/12/23,77
sugarcane Investment,1384.9,03/05/24,36
rice Harvest,6692.68,21/12/22,60
sheep Harvest,1882.52,27/06/22,5
seed drill Investment,7038.82,25/03/24,77
sugarcane Harvest,9359.36,09/10/23,68
buffalo Harvest,7431.04,28/04/22,93
poultry Harvest,6878.8,09/10/22,18
groundnut Investment,9647.42,28/04/22,10
tractor Investment,4967.5,27/12/23,39
sugarcane Investment,4254.79,12/03/23,69
sprayer Harvest,1363.09,18/12/22,59
pulses Investment,9011.88,15/03/22,88
groundnut Investment,4731.16,08/01/24,36
wheat Harvest,6275.87,10/12/23,84
duck Investment,2342.77,16/02/22,26
hen Investment,8692.71,06/09/23,5
fruit Investment,9821.71,22/03/22,50
sprayer Harvest,3677.36,06/01/24,21
sugarcane Harvest,9466.29,18/04/22,17
tea Harvest,753.06,20/02/23,19
fertilizer spreader Harvest,4646.32,19/09/23,65
rice Investment,3796.42,10/06/22,22
cotton Harvest,8265.81,24/12/23,100
pig Investment,5980.02,22/10/23,12
rice Investment,7996,15/05/23,13
irrigation system Harvest,8486.18,20/01/23,48
plough Harvest,3636.87,03/04/22,29
fertilizer spreader Harvest,1456.78,11/12/22,37
millets Harvest,2443.73,17/03/24,37
fish Investment,8855.3,05/03/24,82
