sentence,item_start,item_end,amount_start,amount_end
"Early morning, Paid 36795 rupees to buy banana plants.",40,53,20,25
"Early morning, Harvest of duck feed brought in 7630 INR.",26,35,47,51
"During the season, Spent 40301 INR on purchasing greenhouse setup for my farm.",49,65,25,30
"In the evening, Harvest of rice seeds brought in 35558 INR.",27,37,49,54
"In the evening, Harvest of pesticide brought in 12295 INR.",27,36,48,53
"On Monday, Around noon, I spent 3710 rupees on tomato plants.",47,60,32,36
"In the evening, Purchased poultry feed at 25381 rupees.",26,38,42,47
"Today, Acquired harvesting machine by paying 7682 rupees.",16,34,45,49
"On Monday, Amount paid for coconut trees was 10132 rupees.",27,40,45,50
"On Monday, Around noon, I spent 255 rupees on cow.",46,49,32,35
"During the season, Harvest of organic compost brought in 10768 INR.",30,45,57,62
"Yesterday, Harvested fertilizer and sold for 37675 rupees.",21,31,45,50
"During the season, Around noon, I spent 45650 rupees on harvesting machine.",56,74,40,45
"Last month, I gave 43173 rupees as investment for wheat seeds.",50,61,19,24
"In the evening, Spent 681 INR on purchasing greenhouse setup for my farm.",44,60,22,25
Received 18861 rupees from selling organic compost.,35,50,9,14
"Yesterday, The cost of pesticide was 42279 rupees.",23,32,37,42
"On Monday, Harvest of tomato plants brought in 728 INR.",22,35,47,50
"Just now, Purchased wheat seeds at 5727 rupees.",20,31,35,39
"Just now, Paid 4310 rupees to buy irrigation pipe.",34,49,15,19
"During the season, Invested 18271 for purchasing tomato plants.",49,62,28,33
"Just now, The cost of wheat seeds was 49736 rupees.",22,33,38,43
"Yesterday, Bought solar water pump today and paid 41538 rupees.",18,34,50,55
"Recently, I spent 209 rupees on greenhouse setup last month.",32,48,18,21
"Last month, I spent 35903 rupees on harvesting machine last month.",36,54,20,25
"In the evening, I spent 32567 rupees on duck feed last month.",40,49,24,29
"Yesterday, Bought solar water pump today and paid 15210 rupees.",18,34,50,55
"On Monday, Around noon, I spent 26035 rupees on coconut trees.",48,61,32,37
"Yesterday, Sold coconut trees in the market and earned 25591 rupees.",16,29,55,60
"Early morning, I gave 30210 rupees as investment for tomato plants.",53,66,22,27
"Just now, Paid 45640 rupees to buy tractor repair.",35,49,15,20
"Just now, I invested 36241 rupees for buying jamun saplings.",45,59,21,26
"In the evening, Used 8793 rupees to buy solar water pump.",40,56,21,25
"Just now, Spent 38553 INR on purchasing cow for my farm.",40,43,16,21
The cost of goat was 10741 rupees.,12,16,21,26
"Last month, Around noon, I spent 3727 rupees on poultry feed.",48,60,33,37
"Last month, Last week, banana plants was sold for 48853 rupees.",23,36,50,55
"Early morning, The expense for mango saplings was 8463 rupees.",31,45,50,54
"Recently, Amount paid for jamun saplings was 24594 rupees.",26,40,45,50
"Recently, Used 41098 rupees to buy banana plants.",35,48,15,20
"On Monday, The expense for tomato plants was 17456 rupees.",27,40,45,50
"During the season, Bought goat today and paid 21822 rupees.",26,30,46,51
"Today, Amount paid for greenhouse setup was 40301 rupees.",23,39,44,49
"Today, Acquired tractor repair by paying 2534 rupees.",16,30,41,45
"In the evening, Bought tractor repair today and paid 37679 rupees.",23,37,53,58
"In the evening, Harvested fertilizer and sold for 32674 rupees.",26,36,50,55
"Just now, Amount paid for pesticide was 26275 rupees.",26,35,40,45
"During the season, Acquired organic compost by paying 7630 rupees.",28,43,54,58
"Recently, Harvested duck feed and sold for 35125 rupees.",20,29,43,48
"Last month, The cost of cow was 43205 rupees.",24,27,32,37
I gave 24944 rupees as investment for banana plants.,38,51,7,12
"On Monday, Bought greenhouse setup today and paid 23978 rupees.",18,34,50,55
"Recently, Cost of poultry feed amounted to 45965 rupees.",18,30,43,48
"Last month, The cost of banana plants was 8808 rupees.",24,37,42,46
"Just now, The cost of harvesting machine was 29954 rupees.",22,40,45,50
"Early morning, Amount paid for fertilizer was 6366 rupees.",31,41,46,50
"Recently, The cost of banana plants was 46540 rupees.",22,35,40,45
"Last month, I gave 17997 rupees as investment for tomato plants.",50,63,19,24
"Today, Last week, organic compost was sold for 39811 rupees.",18,33,47,52
"During the season, Last week, duck feed was sold for 47352 rupees.",30,39,53,58
Invested 5774 for purchasing mango saplings.,29,43,9,13
"In the evening, Purchased mango saplings at 9187 rupees.",26,40,44,48
"During the season, I gave 41179 rupees as investment for goat.",57,61,26,31
"Yesterday, The cost of tomato plants was 22169 rupees.",23,36,41,46
"Recently, Last week, banana plants was sold for 33695 rupees.",21,34,48,53
"Early morning, The cost of goat was 8483 rupees.",27,31,36,40
"Just now, Received 20102 rupees from selling solar water pump.",45,61,19,24
"Today, I gave 40487 rupees as investment for rice seeds.",45,55,14,19
"Yesterday, Acquired harvesting machine by paying 41926 rupees.",20,38,49,54
"Last month, Invested 29103 for purchasing jamun saplings.",42,56,21,26
"Just now, Harvest of tomato plants brought in 7162 INR.",21,34,46,50
"Last month, Used 27084 rupees to buy onion seeds.",37,48,17,22
Bought cow today and paid 28427 rupees.,7,10,26,31
"On Monday, Paid 48728 rupees to buy duck feed.",36,45,16,21
Amount paid for irrigation pipe was 49937 rupees.,16,31,36,41
"Last month, Cost of organic compost amounted to 16260 rupees.",20,35,48,53
"Just now, Used 29954 rupees to buy cow.",35,38,15,20
"Recently, I spent 9188 rupees on fertilizer last month.",33,43,18,22
Amount paid for tractor repair was 35436 rupees.,16,30,35,40
"On Monday, I spent 32567 rupees on banana plants last month.",35,48,19,24
I gave 48098 rupees as investment for irrigation pipe.,38,53,7,12
"Yesterday, Purchased greenhouse setup at 8467 rupees.",21,37,41,45
"Recently, The expense for banana plants was 15805 rupees.",26,39,44,49
"On Monday, The expense for duck feed was 6760 rupees.",27,36,41,45
"Recently, I invested 49156 rupees for buying onion seeds.",45,56,21,26
"Just now, Around noon, I spent 37679 rupees on wheat seeds.",47,58,31,36
"Last week, tractor repair was sold for 15457 rupees.",11,25,39,44
Purchased onion seeds at 24066 rupees.,10,21,25,30
"Just now, Acquired banana plants by paying 6885 rupees.",19,32,43,47
"In the evening, Around noon, I spent 17311 rupees on onion seeds.",53,64,37,42
"Last month, Purchased wheat seeds at 18946 rupees.",22,33,37,42
"During the season, I spent 16889 rupees on greenhouse setup last month.",43,59,27,32
"During the season, Purchased duck feed at 31177 rupees.",29,38,42,47
"Just now, I gave 21497 rupees as investment for mango saplings.",48,62,17,22
Sold tractor repair in the market and earned 45141 rupees.,5,19,45,50
"On Monday, Purchased solar water pump at 17240 rupees.",21,37,41,46
"On Monday, Acquired mango saplings by paying 1542 rupees.",20,34,45,49
"Recently, The expense for rice seeds was 25591 rupees.",26,36,41,46
"Just now, Bought mango saplings today and paid 32171 rupees.",17,31,47,52
"On Monday, Last week, fertilizer was sold for 181 rupees.",22,32,46,49
"During the season, I spent 33550 rupees on jamun saplings last month.",43,57,27,32
"On Monday, Invested 36550 for purchasing onion seeds.",41,52,20,25
Cost of mango saplings amounted to 30070 rupees.,8,22,35,40
"Today, Used 49278 rupees to buy cow.",32,35,12,17
"On Monday, Received 181 rupees from selling duck feed.",44,53,20,23
"Yesterday, Paid 29103 rupees to buy tractor repair.",36,50,16,21
"Just now, I spent 16349 rupees on cow last month.",34,37,18,23
"Just now, Sold coconut trees in the market and earned 13784 rupees.",15,28,54,59
"Today, Amount paid for onion seeds was 12295 rupees.",23,34,39,44
"During the season, Invested 27055 for purchasing irrigation pipe.",49,64,28,33
"Last month, Sold duck feed in the market and earned 49467 rupees.",17,26,52,57
"Today, Invested 13334 for purchasing onion seeds.",37,48,16,21
"On Monday, Cost of organic compost amounted to 41802 rupees.",19,34,47,52
"Recently, Last week, tractor repair was sold for 6845 rupees.",21,35,49,53
"Early morning, Harvested rice seeds and sold for 34235 rupees.",25,35,49,54
"Early morning, Acquired onion seeds by paying 44938 rupees.",24,35,46,51
"Recently, I gave 31772 rupees as investment for poultry feed.",48,60,17,22
"Around noon, I spent 5808 rupees on irrigation pipe.",36,51,21,25
"In the evening, I gave 41179 rupees as investment for irrigation pipe.",54,69,23,28
"Just now, Last week, irrigation pipe was sold for 27892 rupees.",21,36,50,55
"Yesterday, Harvest of goat brought in 28224 INR.",22,26,38,43
"Yesterday, Harvested tomato plants and sold for 18723 rupees.",21,34,48,53
I spent 38577 rupees on organic compost last month.,24,39,8,13
"Just now, Received 40487 rupees from selling irrigation pipe.",45,60,19,24
"Yesterday, Spent 2684 INR on purchasing rice seeds for my farm.",40,50,17,21
"Last month, Cost of fertilizer amounted to 38101 rupees.",20,30,43,48
The expense for poultry feed was 8558 rupees.,16,28,33,37
"Early morning, Amount paid for mango saplings was 40283 rupees.",31,45,50,55
"In the evening, I spent 10132 rupees on harvesting machine last month.",40,58,24,29
"Last month, Bought fertilizer today and paid 34478 rupees.",19,29,45,50
"Early morning, Sold duck feed in the market and earned 37472 rupees.",20,29,55,60
The cost of mango saplings was 20001 rupees.,12,26,31,36
"Early morning, Harvest of organic compost brought in 20330 INR.",26,41,53,58
"During the season, Invested 38049 for purchasing duck feed.",49,58,28,33
"Yesterday, The expense for banana plants was 3242 rupees.",27,40,45,49
I gave 10344 rupees as investment for poultry feed.,38,50,7,12
"In the evening, I gave 5575 rupees as investment for duck feed.",53,62,23,27
"Yesterday, Received 24638 rupees from selling solar water pump.",46,62,20,25
"On Monday, Acquired fertilizer by paying 29426 rupees.",20,30,41,46
"Yesterday, Sold tractor repair in the market and earned 660 rupees.",16,30,56,59
"Recently, Amount paid for wheat seeds was 33338 rupees.",26,37,42,47
"Early morning, Used 8633 rupees to buy coconut trees.",39,52,20,24
"Today, Received 10964 rupees from selling tomato plants.",42,55,16,21
"During the season, The cost of mango saplings was 24671 rupees.",31,45,50,55
"Today, Around noon, I spent 48284 rupees on irrigation pipe.",44,59,28,33
Cost of jamun saplings amounted to 38420 rupees.,8,22,35,40
"Last month, Harvest of fertilizer brought in 24671 INR.",23,33,45,50
"On Monday, Spent 1966 INR on purchasing irrigation pipe for my farm.",40,55,17,21
"Yesterday, Spent 32173 INR on purchasing onion seeds for my farm.",41,52,17,22
"During the season, Amount paid for fertilizer was 10918 rupees.",35,45,50,55
Sold tractor repair in the market and earned 43703 rupees.,5,19,45,50
"Last month, Harvested solar water pump and sold for 13276 rupees.",22,38,52,57
"In the evening, Amount paid for mango saplings was 15210 rupees.",32,46,51,56
"On Monday, Harvest of organic compost brought in 13598 INR.",22,37,49,54
"Yesterday, Amount paid for tomato plants was 47896 rupees.",27,40,45,50
The cost of organic compost was 40283 rupees.,12,27,32,37
"On Monday, Amount paid for pesticide was 2782 rupees.",27,36,41,45
"In the evening, Last week, greenhouse setup was sold for 15419 rupees.",27,43,57,62
"Just now, I invested 39171 rupees for buying tomato plants.",45,58,21,26
"On Monday, Paid 4302 rupees to buy solar water pump.",35,51,16,20
"Just now, The expense for coconut trees was 33873 rupees.",26,39,44,49
"On Monday, Received 37383 rupees from selling solar water pump.",46,62,20,25
"During the season, Amount paid for irrigation pipe was 16995 rupees.",35,50,55,60
I invested 31606 rupees for buying poultry feed.,35,47,11,16
"Just now, Invested 43188 for purchasing tractor repair.",40,54,19,24
"In the evening, The cost of banana plants was 33250 rupees.",28,41,46,51
"During the season, Harvest of fertilizer brought in 28675 INR.",30,40,52,57
"Last month, Acquired tomato plants by paying 29284 rupees.",21,34,45,50
"Just now, Used 6286 rupees to buy coconut trees.",34,47,15,19
"Just now, Used 49467 rupees to buy coconut trees.",35,48,15,20
"Today, Last week, banana plants was sold for 21822 rupees.",18,31,45,50
"Just now, Harvested cow and sold for 36095 rupees.",20,23,37,42
Invested 11345 for purchasing pesticide.,30,39,9,14
"Today, Harvest of wheat seeds brought in 43173 INR.",18,29,41,46
"Last month, Harvested greenhouse setup and sold for 6969 rupees.",22,38,52,56
"Yesterday, Cost of pesticide amounted to 255 rupees.",19,28,41,44
I spent 9149 rupees on irrigation pipe last month.,23,38,8,12
"Today, Acquired fertilizer by paying 9244 rupees.",16,26,37,41
"Last month, Cost of rice seeds amounted to 4480 rupees.",20,30,43,47
"Recently, Invested 6845 for purchasing irrigation pipe.",39,54,19,23
"Early morning, I spent 33230 rupees on solar water pump last month.",39,55,23,28
"During the season, Last week, solar water pump was sold for 18952 rupees.",30,46,60,65
Invested 10061 for purchasing solar water pump.,30,46,9,14
"Last month, Used 33918 rupees to buy onion seeds.",37,48,17,22
"Recently, Harvest of tomato plants brought in 38210 INR.",21,34,46,51
"Recently, Bought irrigation pipe today and paid 24245 rupees.",17,32,48,53
"Early morning, Spent 21966 INR on purchasing wheat seeds for my farm.",45,56,21,26
"Just now, I spent 18723 rupees on poultry feed last month.",34,46,18,23
"Recently, Amount paid for poultry feed was 28262 rupees.",26,38,43,48
"Just now, Harvested harvesting machine and sold for 44345 rupees.",20,38,52,57
"On Monday, Sold duck feed in the market and earned 8760 rupees.",16,25,51,55
"Last month, Amount paid for duck feed was 4148 rupees.",28,37,42,46
"Today, Harvest of pesticide brought in 12591 INR.",18,27,39,44
"Early morning, Purchased mango saplings at 33945 rupees.",25,39,43,48
"Just now, The expense for cow was 17311 rupees.",26,29,34,39
"Recently, Used 18192 rupees to buy mango saplings.",35,49,15,20
"Last month, Last week, wheat seeds was sold for 9107 rupees.",23,34,48,52
"On Monday, Acquired poultry feed by paying 34602 rupees.",20,32,43,48
